Ticket,Symbol,Type,Open time,Open price,Size,Close time,Close price,Time in trade,Profit/Loss,Cummulative P/L,Comm/Swap,P/L in money,Cummulative money P/L,P/L in pips,Cummulative pips P/L,P/L in %,Cummulative % P/L,Comment,Sample type
1542,XAUUSD,Buy,29.04.2021 23:12:01,1774.02,4.96,30.04.2021 13:54:00,1769.78,14h 41m,-2411.85,146000.99,-308.81,-2411.85,146000.99,-42400,6836100,-0.97,101.99,,IS
1543,XAUUSD,Buy,29.04.2021 23:12:01,1774.02,4.96,30.04.2021 13:54:00,1769.78,14h 41m,-2411.85,143589.14,-308.81,-2411.85,143589.14,-42400,6793700,-0.98,101.01,,IS
1547,XAUUSD,Buy,03.05.2021 16:38:00,1790.85,12.12,03.05.2021 16:40:34,1788.72,2m 34s,-2690.02,140899.12,-108.46,-2690.02,140899.12,-21300,6772400,-1.1,99.9,sl 1788.78,IS
1546,XAUUSD,Buy,03.05.2021 16:38:00,1790.79,3.88,03.05.2021 17:28:30,1796.17,50m 30s,2052.65,142951.77,-34.79,2052.65,142951.77,53800,6826200,0.85,100.76,tp 1796.16,IS
1549,XAUUSD,Buy,03.05.2021 17:01:00,1793.73,11.83,03.05.2021 18:30:40,1791.42,1h 29m,-2838.76,140113.01,-106.03,-2838.76,140113.01,-23100,6803100,-1.17,99.59,sl 1791.47,IS
1552,XAUUSD,Buy,03.05.2021 23:25:01,1792.41,4.8,04.05.2021 14:07:00,1783.72,14h 41m,-4470.43,135642.58,-299.23,-4470.43,135642.58,-86900,6716200,-1.86,97.73,,IS
1553,XAUUSD,Buy,03.05.2021 23:25:01,1792.41,4.8,04.05.2021 14:07:00,1783.72,14h 41m,-4470.43,131172.15,-299.23,-4470.43,131172.15,-86900,6629300,-1.9,95.83,,IS
1557,XAUUSD,Buy,04.05.2021 17:06:00,1798.48,11.32,04.05.2021 17:08:19,1796.37,2m 19s,-2490.26,128681.89,-101.74,-2490.26,128681.89,-21100,6608200,-1.08,94.75,sl 1796.38,IS
1556,XAUUSD,Buy,04.05.2021 17:06:00,1798.42,3.67,04.05.2021 17:19:05,1792.13,13m 5s,-2341.37,126340.52,-32.94,-2341.37,126340.52,-62900,6545300,-1.02,93.73,sl 1792.14,IS
1560,XAUUSD,Buy,04.05.2021 23:34:00,1779.2,4.51,05.05.2021 05:31:15,1781.24,5h 57m,639.07,126979.59,-280.97,639.07,126979.59,20400,6565700,0.28,94.01,,IS
1562,XAUUSD,Buy,06.05.2021 16:36:00,1800.97,3.6,06.05.2021 16:38:33,1806.39,2m 33s,1918.73,128898.32,-32.47,1918.73,128898.32,54200,6619900,0.85,94.85,tp 1806.36,IS
1566,XAUUSD,Buy,06.05.2021 23:07:02,1814.29,4.57,06.05.2021 23:30:23,1815.29,23m 21s,415.53,129313.85,-41.47,415.53,129313.85,10000,6629900,0.18,95.04,,IS
1567,XAUUSD,Buy,06.05.2021 23:07:02,1814.29,4.57,06.05.2021 23:30:24,1815.29,23m 22s,415.53,129729.38,-41.47,415.53,129729.38,10000,6639900,0.18,95.22,,IS
1565,XAUUSD,Buy,06.05.2021 17:02:00,1813.68,3.6,07.05.2021 06:02:36,1819.09,13h 0m,1722.67,131452.05,-224.93,1722.67,131452.05,54100,6694000,0.75,95.97,tp 1819.02,IS
1563,XAUUSD,Buy,06.05.2021 16:36:00,1801.03,11.59,07.05.2021 15:30:22,1824.72,22h 54m,26732.75,158184.8,-723.96,26732.75,158184.8,236900,6930900,11.55,107.52,tp 1824.47,IS
1572,XAUUSD,Buy,07.05.2021 23:05:03,1831.89,5.16,10.05.2021 01:17:26,1833.96,2d 2h 12m,745.29,158930.09,-322.83,745.29,158930.09,20700,6951600,0.29,107.81,,IS
1575,XAUUSD,Buy,10.05.2021 16:28:00,1843.52,11.62,10.05.2021 16:38:04,1841.36,10m 4s,-2616.96,156313.13,-107.04,-2616.96,156313.13,-21600,6930000,-1.01,106.8,sl 1841.44,IS
1574,XAUUSD,Buy,10.05.2021 16:28:00,1843.67,4,10.05.2021 17:03:12,1837.15,35m 12s,-2644.81,153668.32,-36.81,-2644.81,153668.32,-65200,6864800,-1.03,105.76,sl 1837.18,IS
1578,XAUUSD,Buy,11.05.2021 23:20:00,1837.76,5.07,12.05.2021 14:02:00,1834.4,14h 42m,-2020.8,151647.52,-317.28,-2020.8,151647.52,-33600,6831200,-0.8,104.97,,IS
1579,XAUUSD,Buy,11.05.2021 23:20:00,1837.76,5.07,12.05.2021 14:02:00,1834.39,14h 42m,-2025.87,149621.65,-317.28,-2025.87,149621.65,-33700,6797500,-0.81,104.16,,IS
1582,XAUUSD,Buy,12.05.2021 23:00:00,1820.12,4.99,13.05.2021 13:42:01,1813.03,14h 42m,-4382.64,145239.01,-844.73,-4382.64,145239.01,-70900,6726600,-1.76,102.41,,IS
1584,XAUUSD,Buy,13.05.2021 23:06:04,1826.99,4.9,13.05.2021 23:15:03,1828.03,8m 59s,464.83,145703.84,-44.77,464.83,145703.84,10400,6737000,0.19,102.6,,IS
1585,XAUUSD,Buy,13.05.2021 23:06:05,1826.99,4.9,13.05.2021 23:15:03,1828.02,8m 58s,459.93,146163.77,-44.77,459.93,146163.77,10300,6747300,0.19,102.78,,IS
1588,XAUUSD,Buy,13.05.2021 23:28:00,1826.61,4.92,14.05.2021 09:14:02,1828.16,9h 46m,454.91,146618.68,-307.69,454.91,146618.68,15500,6762800,0.18,102.97,,IS
1589,XAUUSD,Buy,13.05.2021 23:28:00,1826.61,4.92,14.05.2021 09:14:02,1828.16,9h 46m,454.91,147073.59,-307.69,454.91,147073.59,15500,6778300,0.18,103.15,,IS
1592,XAUUSD,Buy,14.05.2021 23:51:02,1843.13,4.93,17.05.2021 01:05:40,1844.67,2d 1h 14m,450.5,147524.09,-308.72,450.5,147524.09,15400,6793700,0.18,103.33,,IS
1593,XAUUSD,Buy,14.05.2021 23:51:03,1843.13,4.93,17.05.2021 01:05:41,1844.67,2d 1h 14m,450.5,147974.59,-308.72,450.5,147974.59,15400,6809100,0.18,103.52,,IS
1597,XAUUSD,Buy,17.05.2021 16:51:00,1856.39,11.04,17.05.2021 16:52:07,1854.14,1m 7s,-2586.41,145388.18,-102.41,-2586.41,145388.18,-22500,6786600,-1.04,102.47,sl 1854.14,IS
1596,XAUUSD,Buy,17.05.2021 16:51:00,1856.39,3.81,17.05.2021 17:38:31,1861.93,47m 31s,2075.33,147463.51,-35.41,2075.33,147463.51,55400,6842000,0.85,103.32,tp 1861.93,IS
1602,XAUUSD,Buy,17.05.2021 23:00:00,1865.85,4.93,18.05.2021 02:39:44,1867.39,3h 39m,449.94,147913.45,-309.28,449.94,147913.45,15400,6857400,0.18,103.5,,IS
1603,XAUUSD,Buy,17.05.2021 23:00:01,1865.85,4.93,18.05.2021 02:39:44,1867.39,3h 39m,449.94,148363.39,-309.28,449.94,148363.39,15400,6872800,0.18,103.68,,IS
1601,XAUUSD,Buy,17.05.2021 18:19:00,1865.31,3.79,18.05.2021 04:25:38,1870.84,10h 6m,1858.08,150221.47,-237.79,1858.08,150221.47,55300,6928100,0.75,104.43,tp 1870.82,IS
1599,XAUUSD,Buy,17.05.2021 17:14:00,1857.02,10.68,19.05.2021 12:48:55,1859.18,1d 19h 34m,1067.04,151288.51,-1239.84,1067.04,151288.51,21600,6949700,0.43,104.86,sl 1859.35,IS
1608,XAUUSD,Buy,19.05.2021 16:38:00,1875.08,3.82,19.05.2021 16:39:36,1880.87,1m 36s,2175.91,153464.42,-35.87,2175.91,153464.42,57900,7007600,0.87,105.72,tp 1880.69,IS
1609,XAUUSD,Buy,19.05.2021 16:38:00,1875.06,11.69,19.05.2021 21:04:24,1877.17,4h 26m,2356.93,155821.35,-109.66,2356.93,155821.35,21100,7028700,0.93,106.65,sl 1877.19,IS
1612,XAUUSD,Buy,19.05.2021 23:31:02,1870.49,5.11,20.05.2021 05:02:52,1873.1,5h 31m,467.26,156288.61,-866.45,467.26,156288.61,26100,7054800,0.18,106.84,,IS
1613,XAUUSD,Buy,19.05.2021 23:31:02,1870.49,5.11,20.05.2021 05:02:52,1873.01,5h 31m,421.27,156709.88,-866.45,421.27,156709.88,25200,7080000,0.16,107,,IS
1616,XAUUSD,Buy,20.05.2021 23:12:01,1876.93,5.13,20.05.2021 23:19:55,1877.97,7m 54s,485.37,157195.25,-48.15,485.37,157195.25,10400,7090400,0.19,107.19,,IS
1617,XAUUSD,Buy,20.05.2021 23:12:01,1876.94,5.13,20.05.2021 23:19:55,1878,7m 54s,495.62,157690.87,-48.16,495.62,157690.87,10600,7101000,0.19,107.38,,IS
1620,XAUUSD,Buy,20.05.2021 23:31:01,1877.42,5.15,21.05.2021 12:39:35,1878.96,13h 8m,454.28,158145.15,-323.37,454.28,158145.15,15400,7116400,0.18,107.56,,IS
1621,XAUUSD,Buy,20.05.2021 23:31:01,1877.45,5.15,21.05.2021 12:42:40,1879.59,13h 11m,794.17,158939.32,-323.38,794.17,158939.32,21400,7137800,0.31,107.87,,IS
1624,XAUUSD,Buy,21.05.2021 23:00:00,1879.85,5.17,21.05.2021 23:53:57,1881.43,53m 57s,768.24,159707.56,-48.62,768.24,159707.56,15800,7153600,0.3,108.16,,IS
1627,XAUUSD,Buy,25.05.2021 17:04:00,1893.82,10.28,25.05.2021 17:30:26,1891.49,26m 26s,-2492.52,157215.04,-97.28,-2492.52,157215.04,-23300,7130300,-0.96,107.2,sl 1891.49,IS
1626,XAUUSD,Buy,25.05.2021 17:04:00,1894.02,3.91,25.05.2021 21:09:58,1899.62,4h 5m,2152.52,159367.56,-37.08,2152.52,159367.56,56000,7186300,0.84,108.04,tp 1899.57,IS
1629,XAUUSD,Buy,25.05.2021 20:03:00,1896.34,10.18,26.05.2021 20:42:08,1898.83,1d 0h 39m,1894.62,161262.18,-640.2,1894.62,161262.18,24900,7211200,0.73,108.77,sl 1898.87,IS
1632,XAUUSD,Buy,28.05.2021 23:16:00,1903.54,5.22,28.05.2021 23:23:39,1905.2,7m 39s,816.82,162079,-49.7,816.82,162079,16600,7227800,0.31,109.08,,IS
1633,XAUUSD,Buy,28.05.2021 23:16:00,1903.54,5.22,28.05.2021 23:23:40,1905.2,7m 40s,816.82,162895.82,-49.7,816.82,162895.82,16600,7244400,0.31,109.39,,IS
1636,XAUUSD,Buy,28.05.2021 23:34:01,1903.69,5.25,28.05.2021 23:49:21,1904.73,15m 20s,496.01,163391.83,-49.99,496.01,163391.83,10400,7254800,0.19,109.58,,IS
1637,XAUUSD,Buy,28.05.2021 23:34:01,1903.69,5.25,28.05.2021 23:49:22,1904.75,15m 21s,506.51,163898.34,-49.99,506.51,163898.34,10600,7265400,0.19,109.78,,IS
1640,XAUUSD,Buy,28.05.2021 23:53:01,1903.58,5.27,31.05.2021 03:12:08,1905.12,2d 3h 19m,479.98,164378.32,-331.6,479.98,164378.32,15400,7280800,0.18,109.96,,IS
1641,XAUUSD,Buy,28.05.2021 23:53:01,1903.58,5.27,31.05.2021 03:12:08,1905.12,2d 3h 19m,479.98,164858.3,-331.6,479.98,164858.3,15400,7296200,0.18,110.14,,IS
1644,XAUUSD,Buy,01.06.2021 23:01:02,1899.67,5.29,02.06.2021 04:15:07,1901.76,5h 14m,772.85,165631.15,-332.76,772.85,165631.15,20900,7317100,0.29,110.43,,IS
1646,XAUUSD,Sell,03.06.2021 16:01:00,1881.45,4.03,03.06.2021 16:22:53,1875.89,21m 53s,2202.82,167833.97,-37.86,2202.82,167833.97,55600,7372700,0.83,111.26,tp 1875.91,IS
1647,XAUUSD,Sell,03.06.2021 16:01:00,1881.36,14.1,04.06.2021 04:56:23,1857.65,12h 55m,33763.19,201597.16,332.09,33763.19,201597.16,237100,7609800,12.61,123.87,tp 1858.84,IS
1649,XAUUSD,Buy,03.06.2021 23:00:00,1871.53,5.35,04.06.2021 09:50:20,1873.63,10h 50m,787.72,202384.88,-335.78,787.72,202384.88,21000,7630800,0.26,124.13,,IS
1652,XAUUSD,Buy,04.06.2021 23:14:08,1891.46,6.04,07.06.2021 14:01:02,1885.11,2d 14h 46m,-4214.97,198169.91,-379.57,-4214.97,198169.91,-63500,7567300,-1.39,122.73,,IS
1653,XAUUSD,Buy,04.06.2021 23:14:08,1891.46,6.04,07.06.2021 14:01:02,1885.11,2d 14h 46m,-4214.97,193954.94,-379.57,-4214.97,193954.94,-63500,7503800,-1.41,121.32,,IS
1656,XAUUSD,Buy,08.06.2021 23:03:00,1893.36,5.87,09.06.2021 04:00:01,1895.65,4h 57m,975.16,194930.1,-369.07,975.16,194930.1,22900,7526700,0.33,121.65,,IS
1658,XAUUSD,Buy,11.06.2021 23:00:00,1877.06,5.89,14.06.2021 10:09:15,1858,2d 11h 9m,-11595.87,183334.23,-369.53,-11595.87,183334.23,-190600,7336100,-3.93,117.72,sl 1858.35,IS
1660,XAUUSD,Buy,14.06.2021 23:24:01,1865.92,5.66,15.06.2021 01:41:44,1867.44,2h 17m,505.26,183839.49,-355.06,505.26,183839.49,15200,7351300,0.18,117.9,,IS
1661,XAUUSD,Buy,14.06.2021 23:24:02,1865.93,5.66,15.06.2021 01:41:44,1867.43,2h 17m,493.94,184333.43,-355.06,493.94,184333.43,15000,7366300,0.17,118.07,,IS
1665,XAUUSD,Sell,16.06.2021 21:06:00,1842.57,13.62,16.06.2021 21:06:13,1844.83,13s,-3203.68,181129.75,-125.56,-3203.68,181129.75,-22600,7343700,-1.13,116.95,sl 1844.75,IS
1664,XAUUSD,Sell,16.06.2021 21:06:00,1842.66,4.4,16.06.2021 21:07:06,1849.29,1m 6s,-2957.81,178171.94,-40.61,-2957.81,178171.94,-66300,7277400,-1.05,115.89,sl 1849.25,IS
1668,XAUUSD,Buy,16.06.2021 23:00:00,1828.41,5.56,16.06.2021 23:00:38,1830.1,38s,888.79,179060.73,-50.85,888.79,179060.73,16900,7294300,0.32,116.21,,IS
1670,XAUUSD,Buy,16.06.2021 23:01:00,1830.68,5.58,16.06.2021 23:42:34,1811.86,41m 34s,-10552.38,168508.35,-50.82,-10552.38,168508.35,-188200,7106100,-3.78,112.43,sl 1812.37,IS
1672,XAUUSD,Buy,16.06.2021 23:43:00,1804.58,5.37,16.06.2021 23:43:03,1806.2,3s,821.46,169329.81,-48.48,821.46,169329.81,16200,7122300,0.31,112.74,,IS
1674,XAUUSD,Buy,16.06.2021 23:44:00,1810.76,5.38,16.06.2021 23:46:51,1812.42,2m 51s,844.35,170174.16,-48.73,844.35,170174.16,16600,7138900,0.31,113.05,,IS
1676,XAUUSD,Buy,16.06.2021 23:47:00,1812.05,5.4,16.06.2021 23:48:07,1813.6,1m 7s,788.06,170962.22,-48.94,788.06,170962.22,15500,7154400,0.29,113.34,,IS
1678,XAUUSD,Buy,16.06.2021 23:49:00,1813.16,5.41,17.06.2021 01:43:34,1816.28,1h 54m,772.15,171734.37,-915.77,772.15,171734.37,31200,7185600,0.28,113.63,,IS
1681,XAUUSD,Sell,17.06.2021 17:08:00,1775.61,10.22,17.06.2021 17:09:53,1778.43,1m 53s,-2972.85,168761.52,-90.81,-2972.85,168761.52,-28200,7157400,-1.09,112.53,sl 1778.27,IS
1680,XAUUSD,Sell,17.06.2021 17:08:00,1775.61,4.37,17.06.2021 17:20:14,1781.81,12m 14s,-2748.27,166013.25,-38.87,-2748.27,166013.25,-62000,7095400,-1.02,111.51,sl 1781.78,IS
1684,XAUUSD,Sell,17.06.2021 18:12:00,1772.98,4.28,17.06.2021 18:31:23,1767.42,19m 23s,2341.8,168355.05,-37.88,2341.8,168355.05,55600,7151000,0.88,112.39,tp 1767.62,IS
1685,XAUUSD,Sell,17.06.2021 18:12:00,1772.95,9.91,17.06.2021 18:53:55,1775.69,41m 55s,-2803.25,165551.8,-87.91,-2803.25,165551.8,-27400,7123600,-1.04,111.35,sl 1775.66,IS
1688,XAUUSD,Buy,17.06.2021 23:00:00,1772.7,5.31,17.06.2021 23:25:00,1774.23,25m 0s,765.35,166317.15,-47.08,765.35,166317.15,15300,7138900,0.29,111.63,,IS
1690,XAUUSD,Buy,17.06.2021 23:27:00,1773.5,5.32,18.06.2021 01:03:58,1775.58,1h 36m,775.26,167092.41,-331.3,775.26,167092.41,20800,7159700,0.29,111.93,,IS
1692,XAUUSD,Buy,18.06.2021 23:00:00,1762.47,5.34,18.06.2021 23:00:09,1764.14,9s,844.7,167937.11,-47.08,844.7,167937.11,16700,7176400,0.32,112.24,,IS
1694,XAUUSD,Buy,18.06.2021 23:01:00,1764.5,5.35,21.06.2021 01:01:02,1766.87,2d 2h 0m,935.03,168872.14,-332.92,935.03,168872.14,23700,7200100,0.35,112.59,,IS
1696,XAUUSD,Buy,29.06.2021 23:00:00,1761.22,5.37,30.06.2021 03:46:01,1762.8,4h 46m,514.39,169386.53,-334.07,514.39,169386.53,15800,7215900,0.19,112.78,,IS
1697,XAUUSD,Buy,29.06.2021 23:00:00,1761.29,5.37,30.06.2021 03:46:01,1762.8,4h 46m,476.79,169863.32,-334.08,476.79,169863.32,15100,7231000,0.18,112.96,,IS
1700,XAUUSD,Buy,30.06.2021 23:00:00,1770.16,5.39,01.07.2021 05:25:33,1772.77,6h 25m,495.57,170358.89,-911.22,495.57,170358.89,26100,7257100,0.18,113.14,,IS
1701,XAUUSD,Buy,30.06.2021 23:00:01,1770.17,5.39,01.07.2021 05:25:33,1772.77,6h 25m,490.18,170849.07,-911.22,490.18,170849.07,26000,7283100,0.18,113.32,,IS
1704,XAUUSD,Buy,01.07.2021 23:04:00,1775.68,5.41,02.07.2021 03:38:16,1777.78,4h 34m,799.15,171648.22,-336.95,799.15,171648.22,21000,7304100,0.3,113.62,,IS
1707,XAUUSD,Buy,02.07.2021 16:06:00,1794.2,12.68,02.07.2021 16:21:54,1791.99,15m 54s,-2915.97,168732.25,-113.69,-2915.97,168732.25,-22100,7282000,-1.07,112.55,sl 1792.01,IS
1706,XAUUSD,Buy,02.07.2021 16:06:00,1794.15,4.32,02.07.2021 16:30:36,1787.7,24m 36s,-2825.09,165907.16,-38.69,-2825.09,165907.16,-64500,7217500,-1.05,111.49,sl 1787.72,IS
1710,XAUUSD,Buy,02.07.2021 23:00:00,1787.21,5.31,02.07.2021 23:46:25,1787.35,46m 25s,26.88,165934.04,-47.46,26.88,165934.04,1400,7218900,0.01,111.5,sl 1787.41,IS
1712,XAUUSD,Buy,06.07.2021 23:00:00,1796.95,5.31,07.07.2021 04:22:19,1799.06,5h 22m,789.13,166723.17,-331.28,789.13,166723.17,21100,7240000,0.3,111.8,,IS
1714,XAUUSD,Buy,07.07.2021 23:00:00,1803.7,5.33,08.07.2021 10:41:32,1806.77,11h 41m,734.33,167457.5,-901.98,734.33,167457.5,30700,7270700,0.28,112.08,,IS
1716,XAUUSD,Buy,08.07.2021 23:18:02,1802.13,5.34,09.07.2021 02:00:11,1804.03,2h 42m,681.3,168138.8,-333.3,681.3,168138.8,19000,7289700,0.25,112.33,,IS
1718,XAUUSD,Buy,09.07.2021 23:00:00,1808.14,5.36,12.07.2021 04:01:33,1809.7,2d 5h 1m,469.3,168608.1,-334.7,469.3,168608.1,15600,7305300,0.18,112.51,,IS
1719,XAUUSD,Buy,09.07.2021 23:00:00,1808.2,5.36,12.07.2021 04:07:54,1810.23,2d 5h 7m,785.53,169393.63,-334.71,785.53,169393.63,20300,7325600,0.29,112.8,,IS
1722,XAUUSD,Buy,12.07.2021 23:00:00,1806.09,5.38,13.07.2021 02:41:00,1807.55,3h 41m,449.59,169843.22,-335.89,449.59,169843.22,14600,7340200,0.17,112.97,,IS
1723,XAUUSD,Buy,12.07.2021 23:00:00,1805.94,5.38,13.07.2021 02:41:00,1807.55,3h 41m,530.29,170373.51,-335.89,530.29,170373.51,16100,7356300,0.2,113.16,,IS
1726,XAUUSD,Buy,13.07.2021 23:12:00,1808.04,5.4,14.07.2021 04:16:49,1809.65,5h 4m,532.2,170905.71,-337.2,532.2,170905.71,16100,7372400,0.2,113.36,,IS
1727,XAUUSD,Buy,13.07.2021 23:12:00,1808.04,5.4,14.07.2021 04:16:50,1809.65,5h 4m,532.2,171437.91,-337.2,532.2,171437.91,16100,7388500,0.2,113.56,,IS
1730,XAUUSD,Buy,16.07.2021 23:00:00,1810.57,5.42,19.07.2021 02:05:04,1812.68,2d 3h 5m,805.1,172243.01,-338.52,805.1,172243.01,21100,7409600,0.3,113.85,,IS
1732,XAUUSD,Buy,20.07.2021 23:32:42,1810.4,5.44,21.07.2021 09:14:03,1812.53,9h 41m,818.95,173061.96,-339.77,818.95,173061.96,21300,7430900,0.3,114.15,,IS
1734,XAUUSD,Buy,21.07.2021 23:00:00,1803.84,5.46,22.07.2021 13:44:00,1795.19,14h 44m,-5646.71,167415.25,-923.81,-5646.71,167415.25,-86500,7344400,-2.07,112.08,,IS
1735,XAUUSD,Buy,21.07.2021 23:00:00,1803.84,5.46,22.07.2021 13:44:00,1795.18,14h 44m,-5652.17,161763.08,-923.81,-5652.17,161763.08,-86600,7257800,-2.11,109.97,,IS
1738,XAUUSD,Buy,23.07.2021 23:00:00,1801.51,5.23,26.07.2021 04:19:41,1803,2d 5h 19m,452.87,162215.95,-326.4,452.87,162215.95,14900,7272700,0.17,110.14,,IS
1739,XAUUSD,Buy,23.07.2021 23:00:01,1801.48,5.23,26.07.2021 04:19:42,1803.1,2d 5h 19m,520.85,162736.8,-326.41,520.85,162736.8,16200,7288900,0.2,110.34,,IS
1742,XAUUSD,Buy,26.07.2021 23:00:00,1797.52,5.25,27.07.2021 04:22:21,1799.64,5h 22m,785.44,163522.24,-327.56,785.44,163522.24,21200,7310100,0.3,110.64,,IS
1744,XAUUSD,Buy,28.07.2021 23:08:00,1807.17,5.27,28.07.2021 23:15:43,1808.19,7m 43s,489.91,164012.15,-47.63,489.91,164012.15,10200,7320300,0.19,110.83,,IS
1745,XAUUSD,Buy,28.07.2021 23:08:01,1807.17,5.27,28.07.2021 23:15:43,1808.19,7m 42s,489.91,164502.06,-47.63,489.91,164502.06,10200,7330500,0.19,111.01,,IS
1748,XAUUSD,Buy,28.07.2021 23:22:01,1807.51,5.29,29.07.2021 02:20:32,1810.18,2h 58m,517.13,165019.19,-895.3,517.13,165019.19,26700,7357200,0.2,111.21,,IS
1749,XAUUSD,Buy,28.07.2021 23:22:01,1807.51,5.29,29.07.2021 02:20:32,1810.18,2h 58m,517.13,165536.32,-895.3,517.13,165536.32,26700,7383900,0.2,111.4,,IS
1753,XAUUSD,Buy,29.07.2021 17:18:03,1828.4,13.55,29.07.2021 17:32:42,1826.54,14m 39s,-2644.11,162892.21,-123.81,-2644.11,162892.21,-18600,7365300,-1,110.41,sl 1826.54,IS
1756,XAUUSD,Buy,29.07.2021 23:00:00,1828.9,5.25,30.07.2021 02:20:35,1830.48,3h 20m,501.12,163393.33,-328.38,501.12,163393.33,15800,7381100,0.19,110.6,,IS
1757,XAUUSD,Buy,29.07.2021 23:00:01,1828.84,5.25,30.07.2021 02:20:36,1830.48,3h 20m,532.62,163925.95,-328.38,532.62,163925.95,16400,7397500,0.2,110.8,,IS
1755,XAUUSD,Buy,29.07.2021 18:08:00,1829.04,13.55,30.07.2021 03:58:52,1827.1,9h 50m,-3476.12,160449.83,-847.42,-3476.12,160449.83,-19400,7378100,-1.32,109.48,sl 1827.10,IS
1752,XAUUSD,Buy,29.07.2021 17:18:02,1828.5,4.13,30.07.2021 15:55:30,1822.1,22h 37m,-2901.43,157548.4,-258.23,-2901.43,157548.4,-64000,7314100,-1.11,108.37,sl 1822.10,IS
1762,XAUUSD,Buy,30.07.2021 23:01:00,1813.96,5.15,02.08.2021 03:40:23,1815.65,2d 4h 39m,548.61,158097.01,-321.74,548.61,158097.01,16900,7331000,0.21,108.58,,IS
1764,XAUUSD,Buy,04.08.2021 23:10:31,1812.28,5.16,05.08.2021 14:11:00,1812.2,15h 0m,-914.67,157182.34,-873.39,-914.67,157182.34,-800,7330200,-0.35,108.23,,IS
1766,XAUUSD,Sell,05.08.2021 16:41:00,1803.87,4.07,05.08.2021 16:49:12,1798.41,8m 12s,2185.57,159367.91,-36.65,2185.57,159367.91,54600,7384800,0.85,109.08,tp 1798.49,IS
1767,XAUUSD,Sell,05.08.2021 16:41:00,1803.73,15.24,05.08.2021 17:15:01,1805.63,34m 1s,-3033.11,156334.8,-137.51,-3033.11,156334.8,-19000,7365800,-1.17,107.91,sl 1805.56,IS
1770,XAUUSD,Buy,05.08.2021 23:00:00,1804.68,5.12,06.08.2021 13:50:00,1797.23,14h 50m,-4133.91,152200.89,-319.51,-4133.91,152200.89,-74500,7291300,-1.61,106.3,,IS
1772,XAUUSD,Sell,06.08.2021 16:01:00,1774.92,4.05,06.08.2021 16:30:56,1769.57,29m 56s,2130.86,154331.75,-35.89,2130.86,154331.75,53500,7344800,0.84,107.14,tp 1769.71,IS
1776,XAUUSD,Buy,06.08.2021 23:00:00,1760.52,5.08,06.08.2021 23:27:52,1762.05,27m 52s,732.5,155064.25,-44.74,732.5,155064.25,15300,7360100,0.29,107.43,,IS
1775,XAUUSD,Sell,06.08.2021 17:40:00,1762.87,4.12,09.08.2021 01:19:34,1757.47,2d 7h 39m,2324.09,157388.34,99.29,2324.09,157388.34,54000,7414100,0.91,108.34,tp 1757.54,IS
1773,XAUUSD,Sell,06.08.2021 16:01:00,1775.12,14.49,09.08.2021 01:44:58,1753.98,2d 9h 43m,30980.74,188369.08,348.88,30980.74,188369.08,211400,7625500,12.04,120.38,tp 1754.04,IS
1780,XAUUSD,Buy,09.08.2021 23:00:00,1728.75,5.76,09.08.2021 23:09:32,1730.5,9m 32s,958.19,189327.27,-49.81,958.19,189327.27,17500,7643000,0.33,120.71,,IS
1782,XAUUSD,Buy,09.08.2021 23:12:02,1729.89,5.78,10.08.2021 01:53:11,1731.94,2h 41m,826.22,190153.49,-358.68,826.22,190153.49,20500,7663500,0.29,120.99,,IS
1784,XAUUSD,Buy,11.08.2021 23:56:00,1751.42,5.8,12.08.2021 09:31:37,1754.06,9h 35m,551.21,190704.7,-979.99,551.21,190704.7,26400,7689900,0.19,121.18,,IS
1785,XAUUSD,Buy,11.08.2021 23:56:00,1751.42,5.8,12.08.2021 09:31:37,1754.05,9h 35m,545.41,191250.11,-979.99,545.41,191250.11,26300,7716200,0.19,121.37,,IS
1788,XAUUSD,Buy,13.08.2021 16:02:00,1763.37,4.71,13.08.2021 17:02:16,1768.68,1h 0m,2459.42,193709.53,-41.59,2459.42,193709.53,53100,7769300,0.84,122.22,tp 1768.68,IS
1791,XAUUSD,Buy,13.08.2021 18:16:00,1774.73,4.71,16.08.2021 01:01:28,1780.1,2d 6h 45m,2235.9,195945.43,-293.37,2235.9,195945.43,53700,7823000,0.76,122.98,tp 1780.07,IS
1793,XAUUSD,Buy,16.08.2021 16:17:00,1782.83,4.74,16.08.2021 17:37:24,1788.26,1h 20m,2531.5,198476.93,-42.32,2531.5,198476.93,54300,7877300,0.86,123.83,tp 1788.20,IS
1789,XAUUSD,Buy,13.08.2021 16:02:00,1763.42,13.92,16.08.2021 17:40:49,1788.55,3d 1h 38m,34114.02,232590.95,-866.94,34114.02,232590.95,251300,8128600,11.43,135.26,tp 1788.48,IS
1796,XAUUSD,Buy,18.08.2021 23:07:00,1786.16,6.65,18.08.2021 23:39:22,1787.75,32m 22s,997.94,233588.89,-59.41,997.94,233588.89,15900,8144500,0.3,135.56,,IS
1798,XAUUSD,Buy,18.08.2021 23:57:00,1787.49,6.67,19.08.2021 14:41:01,1786.87,14h 44m,-1541.68,232047.21,-1128.14,-1541.68,232047.21,-6200,8138300,-0.46,135.1,,IS
1800,XAUUSD,Buy,19.08.2021 23:22:19,1780.84,6.64,20.08.2021 04:08:04,1782.94,4h 45m,980.66,233027.87,-413.74,980.66,233027.87,21000,8159300,0.3,135.4,,IS
