Ticket,Symbol,Type,Open time,Open price,Size,Close time,Close price,Time in trade,Profit/Loss,Cummulative P/L,Comm/Swap,P/L in money,Cummulative money P/L,P/L in pips,Cummulative pips P/L,P/L in %,Cummulative % P/L,Comment,Sample type
256,XAUUSD,Buy,12.03.2020 23:36:00,1567.45,2.84,12.03.2020 23:37:06,1569.03,1m 6s,426.45,42459.73,-22.27,426.45,42459.73,15800,2099600,0.3,37.64,,IS
258,XAUUSD,Buy,12.03.2020 23:38:02,1570.54,2.84,12.03.2020 23:46:42,1572.27,8m 40s,469.01,42928.74,-22.31,469.01,42928.74,17300,2116900,0.33,37.97,,IS
260,XAUUSD,Sell,13.03.2020 18:43:00,1550.36,2.63,13.03.2020 18:44:40,1545.56,1m 40s,1242.05,44170.79,-20.35,1242.05,44170.79,48000,2164900,0.87,38.84,tp 1545.63,IS
263,XAUUSD,Sell,13.03.2020 19:37:00,1519.89,2.7,13.03.2020 19:37:47,1515.23,47s,1237.71,45408.5,-20.49,1237.71,45408.5,46600,2211500,0.86,39.7,tp 1515.29,IS
265,XAUUSD,Buy,13.03.2020 23:05:00,1519.23,2.9,13.03.2020 23:06:17,1521,1m 17s,491.26,45899.76,-22.04,491.26,45899.76,17700,2229200,0.34,40.03,,IS
267,XAUUSD,Buy,13.03.2020 23:16:01,1520.7,2.91,13.03.2020 23:19:33,1522.28,3m 32s,437.65,46337.41,-22.13,437.65,46337.41,15800,2245000,0.3,40.33,,IS
269,XAUUSD,Buy,13.03.2020 23:21:00,1521.43,2.92,13.03.2020 23:23:13,1522.99,2m 13s,433.29,46770.7,-22.23,433.29,46770.7,15600,2260600,0.3,40.63,,IS
261,XAUUSD,Sell,13.03.2020 18:43:00,1550.19,2.65,16.03.2020 01:01:11,1565.46,2d 6h 18m,-3980,42790.7,66.55,-3980,42790.7,-152700,2107900,-2.71,37.92,sl 1544.63,IS
272,XAUUSD,Sell,16.03.2020 16:01:00,1454.12,2.8,16.03.2020 16:04:34,1459.17,3m 34s,-1434.39,41356.31,-20.39,-1434.39,41356.31,-50500,2057400,-1,36.91,sl 1459.17,IS
273,XAUUSD,Sell,16.03.2020 16:01:00,1453.65,2.12,16.03.2020 16:07:40,1460.86,6m 40s,-1543.96,39812.35,-15.44,-1543.96,39812.35,-72100,1985300,-1.09,35.82,sl 1460.82,IS
276,XAUUSD,Buy,16.03.2020 23:06:00,1499.62,2.79,16.03.2020 23:10:18,1500.5,4m 18s,216.22,40028.57,-20.93,216.22,40028.57,8800,1994100,0.15,35.98,,IS
277,XAUUSD,Buy,16.03.2020 23:06:00,1499.65,2.79,16.03.2020 23:11:59,1501.18,5m 59s,414.31,40442.88,-20.93,414.31,40442.88,15300,2009400,0.3,36.27,,IS
280,XAUUSD,Buy,16.03.2020 23:23:04,1500.12,2.8,16.03.2020 23:24:30,1501.05,1m 26s,239.39,40682.27,-21.01,239.39,40682.27,9300,2018700,0.17,36.44,,IS
281,XAUUSD,Buy,16.03.2020 23:23:04,1500.02,2.8,16.03.2020 23:24:30,1501.05,1m 26s,267.39,40949.66,-21.01,267.39,40949.66,10300,2029000,0.19,36.63,,IS
284,XAUUSD,Buy,17.03.2020 23:00:00,1530.03,2.81,17.03.2020 23:02:07,1530.86,2m 7s,183.63,41133.29,-21.5,183.63,41133.29,8300,2037300,0.13,36.76,,IS
287,XAUUSD,Buy,17.03.2020 23:03:01,1530.46,2.82,18.03.2020 01:03:52,1531.48,2h 0m,115.46,41248.75,-172.18,115.46,41248.75,10200,2047500,0.08,36.84,,IS
285,XAUUSD,Buy,17.03.2020 23:00:00,1530.13,2.81,18.03.2020 01:03:57,1532.08,2h 3m,404.49,41653.24,-171.56,404.49,41653.24,19500,2067000,0.29,37.13,,IS
290,XAUUSD,Buy,18.03.2020 23:01:00,1493,2.83,19.03.2020 01:02:56,1476.45,2h 1m,-5158.03,36495.21,-474.38,-5158.03,36495.21,-165500,1901500,-3.64,33.49,sl 1478.08,IS
292,XAUUSD,Buy,23.03.2020 20:14:00,1556.27,2.5,23.03.2020 20:29:19,1560.74,15m 19s,1098.02,37593.23,-19.48,1098.02,37593.23,44700,1946200,0.8,34.29,tp 1560.74,IS
293,XAUUSD,Buy,23.03.2020 20:14:00,1556.28,2.06,23.03.2020 21:09:13,1549.56,55m 13s,-1400.31,36192.92,-15.99,-1400.31,36192.92,-67200,1879000,-1.02,33.28,sl 1549.67,IS
296,XAUUSD,Buy,23.03.2020 23:01:00,1553.12,2.71,23.03.2020 23:27:37,1554.08,26m 37s,239.11,36432.03,-21.05,239.11,36432.03,9600,1888600,0.18,33.45,,IS
297,XAUUSD,Buy,23.03.2020 23:01:00,1553.12,2.71,23.03.2020 23:27:37,1554.08,26m 37s,239.11,36671.14,-21.05,239.11,36671.14,9600,1898200,0.18,33.63,,IS
300,XAUUSD,Buy,23.03.2020 23:30:00,1553.71,2.73,24.03.2020 01:05:44,1559.2,1h 35m,1331.75,38002.89,-167.02,1331.75,38002.89,54900,1953100,0.97,34.6,,IS
301,XAUUSD,Buy,23.03.2020 23:30:00,1553.82,2.73,24.03.2020 01:05:44,1559.2,1h 35m,1301.72,39304.61,-167.02,1301.72,39304.61,53800,2006900,0.94,35.54,,IS
304,XAUUSD,Buy,24.03.2020 19:32:00,1624.81,2.45,24.03.2020 19:34:08,1618.69,2m 8s,-1519.26,37785.35,-19.86,-1519.26,37785.35,-61200,1945700,-1.09,34.45,sl 1619.13,IS
305,XAUUSD,Buy,24.03.2020 19:32:00,1624.81,2.06,24.03.2020 19:40:06,1616.2,8m 6s,-1790.35,35995,-16.69,-1790.35,35995,-86100,1859600,-1.3,33.15,sl 1618.08,IS
308,XAUUSD,Buy,25.03.2020 23:00:00,1609.63,2.71,25.03.2020 23:32:05,1611.38,32m 5s,452.42,36447.42,-21.83,452.42,36447.42,17500,1877100,0.33,33.49,,IS
310,XAUUSD,Buy,26.03.2020 19:54:00,1641.97,2.37,26.03.2020 19:56:00,1636.26,2m 0s,-1372.69,35074.73,-19.42,-1372.69,35074.73,-57100,1820000,-1.01,32.48,sl 1636.26,IS
311,XAUUSD,Buy,26.03.2020 19:54:00,1641.97,2.08,26.03.2020 20:10:09,1635.44,16m 9s,-1375.28,33699.45,-17.04,-1375.28,33699.45,-65300,1754700,-1.02,31.46,sl 1635.44,IS
314,XAUUSD,Buy,26.03.2020 20:36:01,1643.81,2.31,26.03.2020 20:44:00,1637.75,7m 59s,-1418.81,32280.64,-18.95,-1418.81,32280.64,-60600,1694100,-1.06,30.4,sl 1637.79,IS
315,XAUUSD,Buy,26.03.2020 20:36:01,1643.58,2.04,26.03.2020 20:46:35,1637.17,10m 34s,-1324.37,30956.27,-16.73,-1324.37,30956.27,-64100,1630000,-1,29.4,sl 1637.27,IS
318,XAUUSD,Buy,26.03.2020 23:00:02,1631.39,2.61,26.03.2020 23:20:03,1632.48,20m 1s,263.2,31219.47,-21.29,263.2,31219.47,10900,1640900,0.2,29.6,,IS
319,XAUUSD,Buy,26.03.2020 23:00:02,1631.48,2.61,26.03.2020 23:20:03,1632.48,20m 1s,239.7,31459.17,-21.3,239.7,31459.17,10000,1650900,0.18,29.78,,IS
322,XAUUSD,Buy,26.03.2020 23:29:48,1630.82,2.62,27.03.2020 12:10:12,1614.48,12h 40m,-4442.24,27016.93,-161.16,-4442.24,27016.93,-163400,1487500,-3.38,26.41,sl 1614.54,IS
323,XAUUSD,Buy,26.03.2020 23:29:48,1630.82,2.62,27.03.2020 12:10:12,1614.48,12h 40m,-4442.24,22574.69,-161.16,-4442.24,22574.69,-163400,1324100,-3.5,22.91,sl 1614.54,IS
326,XAUUSD,Buy,31.03.2020 23:00:00,1576.87,2.45,01.04.2020 02:56:20,1578.98,3h 56m,366.79,22941.48,-150.16,366.79,22941.48,21100,1345200,0.3,23.21,,IS
328,XAUUSD,Buy,01.04.2020 23:00:00,1589.68,2.45,01.04.2020 23:50:27,1590.75,50m 27s,242.67,23184.15,-19.48,242.67,23184.15,10700,1355900,0.2,23.4,,IS
329,XAUUSD,Buy,01.04.2020 23:00:00,1589.69,2.45,01.04.2020 23:50:27,1590.75,50m 27s,240.22,23424.37,-19.48,240.22,23424.37,10600,1366500,0.2,23.6,,IS
332,XAUUSD,Buy,02.04.2020 23:00:00,1614.67,2.46,02.04.2020 23:20:19,1615.9,20m 19s,282.71,23707.08,-19.87,282.71,23707.08,12300,1378800,0.23,23.83,,IS
333,XAUUSD,Buy,02.04.2020 23:00:00,1614.75,2.46,02.04.2020 23:20:19,1615.92,20m 19s,267.95,23975.03,-19.87,267.95,23975.03,11700,1390500,0.22,24.05,,IS
336,XAUUSD,Buy,02.04.2020 23:35:01,1616.13,2.46,03.04.2020 14:17:03,1611.49,14h 42m,-1292.65,22682.38,-151.21,-1292.65,22682.38,-46400,1344100,-1.04,23,,IS
337,XAUUSD,Buy,02.04.2020 23:35:01,1616.13,2.46,03.04.2020 14:17:04,1611.73,14h 42m,-1233.61,21448.77,-151.21,-1233.61,21448.77,-44000,1300100,-1.01,22,,IS
340,XAUUSD,Buy,06.04.2020 16:51:00,1646.5,2.1,06.04.2020 19:24:57,1651.43,2h 33m,1017.99,22466.76,-17.31,1017.99,22466.76,49300,1349400,0.84,22.84,tp 1651.43,IS
343,XAUUSD,Buy,06.04.2020 19:25:00,1652.35,2.1,06.04.2020 21:01:00,1657.36,1h 36m,1034.73,23501.49,-17.37,1034.73,23501.49,50100,1399500,0.84,23.68,tp 1657.27,IS
345,XAUUSD,Buy,06.04.2020 21:17:01,1658.6,2.12,06.04.2020 22:09:43,1663.68,52m 42s,1059.35,24560.84,-17.61,1059.35,24560.84,50800,1450300,0.86,24.54,tp 1663.66,IS
347,XAUUSD,Buy,06.04.2020 23:25:00,1663.85,2.49,07.04.2020 01:41:53,1665.14,2h 16m,167.51,24728.35,-153.7,167.51,24728.35,12900,1463200,0.13,24.67,,IS
348,XAUUSD,Buy,06.04.2020 23:25:00,1663.79,2.49,07.04.2020 01:41:53,1665.14,2h 16m,182.45,24910.8,-153.7,182.45,24910.8,13500,1476700,0.15,24.82,,IS
341,XAUUSD,Buy,06.04.2020 16:51:00,1646.5,3.48,07.04.2020 10:49:06,1649.97,17h 58m,993.06,25903.86,-214.5,993.06,25903.86,34700,1511400,0.8,25.61,sl 1649.99,IS
352,XAUUSD,Buy,07.04.2020 23:06:02,1655.85,2.5,08.04.2020 13:49:02,1650.44,14h 43m,-1506.67,24397.19,-154.17,-1506.67,24397.19,-54100,1457300,-1.2,24.42,,IS
354,XAUUSD,Buy,09.04.2020 16:02:00,1675.28,2.12,09.04.2020 16:23:24,1680.41,21m 24s,1069.77,25466.96,-17.79,1069.77,25466.96,51300,1508600,0.86,25.28,tp 1680.38,IS
355,XAUUSD,Buy,09.04.2020 16:02:00,1675.28,3.34,09.04.2020 17:23:27,1671.56,1h 21m,-1270.43,24196.53,-27.95,-1270.43,24196.53,-37200,1471400,-1.01,24.26,sl 1671.56,IS
359,XAUUSD,Buy,09.04.2020 19:26:02,1686.74,3.26,09.04.2020 19:34:07,1682.8,8m 5s,-1311.9,22884.63,-27.46,-1311.9,22884.63,-39400,1432000,-1.06,23.21,sl 1682.96,IS
361,XAUUSD,Buy,09.04.2020 20:11:00,1689.93,3.25,09.04.2020 20:24:47,1686.2,13m 47s,-1239.68,21644.95,-27.43,-1239.68,21644.95,-37300,1394700,-1.01,22.2,sl 1686.20,IS
358,XAUUSD,Buy,09.04.2020 19:26:02,1686.76,2.1,09.04.2020 20:36:48,1680.5,1h 10m,-1332.28,20312.67,-17.68,-1332.28,20312.67,-62600,1332100,-1.1,21.1,sl 1680.79,IS
364,XAUUSD,Buy,09.04.2020 23:24:01,1683.74,2.4,09.04.2020 23:47:37,1684.86,23m 36s,248.59,20561.26,-20.21,248.59,20561.26,11200,1343300,0.21,21.31,,IS
365,XAUUSD,Buy,09.04.2020 23:24:01,1683.74,2.4,09.04.2020 23:47:37,1684.86,23m 36s,248.59,20809.85,-20.21,248.59,20809.85,11200,1354500,0.21,21.52,,IS
368,XAUUSD,Buy,09.04.2020 23:53:00,1684.93,2.41,13.04.2020 01:10:28,1687.41,3d 1h 17m,448.67,21258.52,-149.01,448.67,21258.52,24800,1379300,0.37,21.89,,IS
369,XAUUSD,Buy,09.04.2020 23:53:01,1684.93,2.41,13.04.2020 01:10:28,1687.86,3d 1h 17m,557.12,21815.64,-149.01,557.12,21815.64,29300,1408600,0.46,22.35,,IS
372,XAUUSD,Buy,13.04.2020 17:23:00,1696.72,2.04,13.04.2020 18:10:50,1701.9,47m 50s,1039.39,22855.03,-17.33,1039.39,22855.03,51800,1460400,0.85,23.2,tp 1701.79,IS
375,XAUUSD,Buy,13.04.2020 19:24:00,1712.47,2.04,13.04.2020 20:48:43,1717.59,1h 24m,1026.99,23882.02,-17.49,1026.99,23882.02,51200,1511600,0.84,24.04,tp 1717.57,IS
377,XAUUSD,Buy,13.04.2020 21:04:00,1720.32,2.04,13.04.2020 23:50:04,1714.31,2h 46m,-1243.55,22638.47,-17.51,-1243.55,22638.47,-60100,1451500,-1,23.03,sl 1714.42,IS
378,XAUUSD,Buy,13.04.2020 23:00:00,1718.01,2.46,14.04.2020 02:50:54,1719.62,3h 50m,112.18,22750.65,-283.88,112.18,22750.65,16100,1467600,0.09,23.12,,IS
379,XAUUSD,Buy,13.04.2020 23:00:00,1717.98,2.46,14.04.2020 02:50:54,1719.28,3h 50m,35.93,22786.58,-283.87,35.93,22786.58,13000,1480600,0.03,23.15,,IS
383,XAUUSD,Buy,14.04.2020 16:21:00,1731.56,2.02,14.04.2020 16:49:44,1736.7,28m 44s,1020.77,23807.35,-17.51,1020.77,23807.35,51400,1532000,0.83,23.99,tp 1736.66,IS
373,XAUUSD,Buy,13.04.2020 17:23:00,1696.72,3.24,14.04.2020 17:20:19,1741.78,23h 57m,14225.56,38032.91,-373.88,14225.56,38032.91,450600,1982600,11.49,35.48,tp 1741.72,IS
385,XAUUSD,Buy,14.04.2020 17:01:00,1738.7,2.02,14.04.2020 17:21:50,1743.86,20m 50s,1024.73,39057.64,-17.59,1024.73,39057.64,51600,2034200,0.74,36.22,tp 1743.85,IS
388,XAUUSD,Buy,14.04.2020 23:00:00,1728.4,2.78,15.04.2020 01:29:42,1730.59,2h 29m,436.33,39493.97,-172.49,436.33,39493.97,21900,2056100,0.31,36.53,,IS
390,XAUUSD,Buy,16.04.2020 23:10:00,1717.32,2.78,16.04.2020 23:38:24,1718.98,28m 24s,437.59,39931.56,-23.89,437.59,39931.56,16600,2072700,0.31,36.84,,IS
392,XAUUSD,Buy,16.04.2020 23:43:03,1719.33,2.79,17.04.2020 01:14:52,1701.76,1h 31m,-5074.88,34856.68,-172.85,-5074.88,34856.68,-175700,1897000,-3.63,33.22,sl 1702.15,IS
395,XAUUSD,Sell,17.04.2020 20:04:01,1683.4,3.26,17.04.2020 20:11:48,1687.41,7m 47s,-1334.73,33521.95,-27.47,-1334.73,33521.95,-40100,1856900,-0.99,32.23,sl 1687.40,IS
397,XAUUSD,Sell,17.04.2020 21:15:00,1680.89,3.22,17.04.2020 21:19:29,1685.11,4m 29s,-1385.94,32136.01,-27.1,-1385.94,32136.01,-42200,1814700,-1.04,31.19,sl 1685.07,IS
394,XAUUSD,Sell,17.04.2020 20:04:00,1683.27,2.28,20.04.2020 01:47:34,1677.92,2d 5h 43m,1275.66,33411.67,55.86,1275.66,33411.67,53500,1868200,0.97,32.16,tp 1677.92,IS
399,XAUUSD,Buy,17.04.2020 23:15:00,1684.23,2.64,20.04.2020 14:01:01,1683.43,2d 14h 46m,-374.41,33037.26,-163.21,-374.41,33037.26,-8000,1860200,-0.28,31.88,,IS
402,XAUUSD,Buy,20.04.2020 23:13:00,1695.91,2.66,20.04.2020 23:19:05,1697.09,6m 5s,291.31,33328.57,-22.57,291.31,33328.57,11800,1872000,0.22,32.09,,IS
403,XAUUSD,Buy,20.04.2020 23:13:00,1695.91,2.66,20.04.2020 23:19:05,1697.09,6m 5s,291.31,33619.88,-22.57,291.31,33619.88,11800,1883800,0.22,32.31,,IS
406,XAUUSD,Buy,20.04.2020 23:32:00,1696.36,2.67,21.04.2020 12:21:39,1678.79,12h 49m,-4856.3,28763.58,-165.11,-4856.3,28763.58,-175700,1708100,-3.63,28.68,sl 1679.40,IS
407,XAUUSD,Buy,20.04.2020 23:32:00,1696.36,2.67,21.04.2020 12:21:39,1678.79,12h 49m,-4856.3,23907.28,-165.11,-4856.3,23907.28,-175700,1532400,-3.77,24.91,sl 1679.40,IS
410,XAUUSD,Buy,21.04.2020 23:05:00,1683.17,2.46,21.04.2020 23:57:49,1684.16,52m 49s,166.25,24073.53,-20.71,166.25,24073.53,9900,1542300,0.13,25.04,,IS
411,XAUUSD,Buy,21.04.2020 23:05:01,1683.4,2.46,21.04.2020 23:58:00,1684.61,52m 59s,333.53,24407.06,-20.71,333.53,24407.06,12100,1554400,0.27,25.31,,IS
414,XAUUSD,Buy,22.04.2020 23:27:00,1715.11,2.48,23.04.2020 04:25:29,1717.07,4h 58m,-14.34,24392.72,-418.58,-14.34,24392.72,19600,1574000,-0.01,25.3,,IS
415,XAUUSD,Buy,22.04.2020 23:27:01,1715.44,2.48,23.04.2020 04:25:42,1718.52,4h 58m,427.09,24819.81,-418.59,427.09,24819.81,30800,1604800,0.34,25.64,,IS
419,XAUUSD,Buy,23.04.2020 16:48:00,1733.14,3.16,23.04.2020 16:53:05,1728.75,5m 5s,-1414.59,23405.22,-27.35,-1414.59,23405.22,-43900,1560900,-1.13,24.51,sl 1728.83,IS
418,XAUUSD,Buy,23.04.2020 16:48:00,1732.77,2.04,23.04.2020 18:15:49,1737.98,1h 27m,1045.14,24450.36,-17.7,1045.14,24450.36,52100,1613000,0.85,25.36,tp 1737.97,IS
423,XAUUSD,Buy,23.04.2020 18:17:00,1738.54,2.04,23.04.2020 18:24:35,1732.43,7m 35s,-1264.15,23186.21,-17.71,-1264.15,23186.21,-61100,1551900,-1.02,24.34,sl 1732.43,IS
421,XAUUSD,Buy,23.04.2020 17:05:00,1734.9,3.13,23.04.2020 18:32:25,1730.66,1h 27m,-1354.24,21831.97,-27.12,-1354.24,21831.97,-42400,1509500,-1.1,23.24,sl 1730.67,IS
426,XAUUSD,Buy,23.04.2020 23:09:11,1732.97,2.43,24.04.2020 13:54:16,1734.86,14h 45m,308.44,22140.41,-150.83,308.44,22140.41,18900,1528400,0.25,23.49,,IS
428,XAUUSD,Buy,28.04.2020 23:45:00,1708.86,2.44,29.04.2020 04:16:37,1711.5,4h 31m,493,22633.41,-151.16,493,22633.41,26400,1554800,0.4,23.9,,IS
429,XAUUSD,Buy,28.04.2020 23:45:00,1708.67,2.44,29.04.2020 04:16:37,1710.93,4h 31m,400.28,23033.69,-151.16,400.28,23033.69,22600,1577400,0.33,24.22,,IS
432,XAUUSD,Sell,30.04.2020 19:07:00,1691.6,2.06,30.04.2020 19:16:23,1686.38,9m 23s,1057.93,24091.62,-17.39,1057.93,24091.62,52200,1629600,0.86,25.08,tp 1686.50,IS
435,XAUUSD,Buy,30.04.2020 23:00:00,1687.37,2.48,01.05.2020 05:43:01,1689.58,6h 43m,394.71,24486.33,-153.37,394.71,24486.33,22100,1651700,0.32,25.4,,IS
433,XAUUSD,Sell,30.04.2020 19:07:00,1691.63,3.84,01.05.2020 16:53:00,1688.46,21h 46m,1311.17,25797.5,93.89,1311.17,25797.5,31700,1683400,1.05,26.45,sl 1688.46,IS
438,XAUUSD,Buy,01.05.2020 23:00:00,1699.88,2.5,04.05.2020 06:59:07,1701.38,2d 7h 59m,220.25,26017.75,-154.75,220.25,26017.75,15000,1698400,0.18,26.63,,IS
439,XAUUSD,Buy,01.05.2020 23:00:00,1699.93,2.5,04.05.2020 06:59:07,1701.27,2d 7h 59m,180.25,26198,-154.75,180.25,26198,13400,1711800,0.14,26.77,,IS
442,XAUUSD,Buy,04.05.2020 23:00:00,1704.89,2.52,05.05.2020 11:06:59,1707.02,12h 6m,380.7,26578.7,-156.06,380.7,26578.7,21300,1733100,0.3,27.07,,IS
443,XAUUSD,Buy,04.05.2020 23:00:00,1704.7,2.52,05.05.2020 11:06:59,1706.07,12h 6m,189.18,26767.88,-156.06,189.18,26767.88,13700,1746800,0.15,27.22,,IS
446,XAUUSD,Buy,05.05.2020 23:03:06,1708.99,2.53,06.05.2020 13:46:01,1701.65,14h 42m,-2013.69,24754.19,-156.67,-2013.69,24754.19,-73400,1673400,-1.59,25.64,,IS
447,XAUUSD,Buy,05.05.2020 23:03:07,1708.99,2.53,06.05.2020 13:46:02,1701.65,14h 42m,-2013.69,22740.5,-156.67,-2013.69,22740.5,-73400,1600000,-1.61,24.02,,IS
450,XAUUSD,Buy,06.05.2020 23:00:00,1689.29,2.45,07.05.2020 03:29:07,1692.58,4h 29m,392.84,23133.34,-413.21,392.84,23133.34,32900,1632900,0.32,24.34,,IS
452,XAUUSD,Buy,07.05.2020 19:35:00,1714.74,2.04,07.05.2020 20:04:51,1719.93,29m 51s,1041.24,24174.58,-17.52,1041.24,24174.58,51900,1684800,0.85,25.19,tp 1719.86,IS
455,XAUUSD,Buy,07.05.2020 21:04:00,1720.57,2.06,07.05.2020 21:36:41,1714.72,32m 41s,-1222.79,22951.79,-17.69,-1222.79,22951.79,-58500,1626300,-0.98,24.2,sl 1714.77,IS
457,XAUUSD,Buy,07.05.2020 23:00:00,1716.7,2.45,07.05.2020 23:01:43,1717.84,1m 43s,258.27,23210.06,-21.03,258.27,23210.06,11400,1637700,0.21,24.41,,IS
458,XAUUSD,Buy,07.05.2020 23:00:01,1716.74,2.45,07.05.2020 23:01:43,1717.87,1m 42s,255.81,23465.87,-21.04,255.81,23465.87,11300,1649000,0.21,24.62,,IS
461,XAUUSD,Buy,07.05.2020 23:02:00,1717.91,2.46,07.05.2020 23:07:43,1719.02,5m 43s,251.92,23717.79,-21.14,251.92,23717.79,11100,1660100,0.2,24.82,,IS
462,XAUUSD,Buy,07.05.2020 23:02:01,1717.91,2.46,07.05.2020 23:07:44,1719.02,5m 43s,251.92,23969.71,-21.14,251.92,23969.71,11100,1671200,0.2,25.03,,IS
453,XAUUSD,Buy,07.05.2020 19:35:00,1714.74,4.21,08.05.2020 03:22:51,1711.82,7h 47m,-1490.2,22479.51,-260.88,-1490.2,22479.51,-29200,1642000,-1.2,23.83,sl 1711.82,IS
465,XAUUSD,Buy,07.05.2020 23:21:01,1718.17,2.46,08.05.2020 04:10:03,1720.07,4h 49m,314.89,22794.4,-152.51,314.89,22794.4,19000,1661000,0.26,24.08,,IS
466,XAUUSD,Buy,07.05.2020 23:21:01,1718.17,2.46,08.05.2020 04:10:03,1720,4h 49m,297.67,23092.07,-152.51,297.67,23092.07,18300,1679300,0.24,24.32,,IS
470,XAUUSD,Buy,11.05.2020 23:00:00,1697.31,2.46,12.05.2020 05:51:14,1698.83,6h 51m,221.67,23313.74,-152.25,221.67,23313.74,15200,1694500,0.18,24.51,,IS
472,XAUUSD,Buy,13.05.2020 23:03:00,1715.47,2.46,13.05.2020 23:57:32,1716.09,54m 32s,131.42,23445.16,-21.1,131.42,23445.16,6200,1700700,0.11,24.61,,IS
473,XAUUSD,Buy,13.05.2020 23:03:00,1715.47,2.46,13.05.2020 23:57:33,1716.07,54m 33s,126.5,23571.66,-21.1,126.5,23571.66,6000,1706700,0.1,24.71,,IS
476,XAUUSD,Buy,14.05.2020 16:40:00,1725.47,2.04,14.05.2020 16:58:48,1730.44,18m 48s,996.25,24567.91,-17.63,996.25,24567.91,49700,1756400,0.81,25.52,tp 1730.44,IS
480,XAUUSD,Buy,14.05.2020 23:03:02,1732.05,2.49,15.05.2020 02:21:37,1733.63,3h 18m,238.88,24806.79,-154.54,238.88,24806.79,15800,1772200,0.19,25.71,,IS
481,XAUUSD,Buy,14.05.2020 23:03:02,1732.05,2.49,15.05.2020 02:21:37,1733.63,3h 18m,238.88,25045.67,-154.54,238.88,25045.67,15800,1788000,0.19,25.9,,IS
479,XAUUSD,Buy,14.05.2020 17:13:00,1733.09,2.04,15.05.2020 09:22:54,1738.32,16h 9m,940.27,25985.94,-126.65,940.27,25985.94,52300,1840300,0.75,26.66,tp 1738.32,IS
485,XAUUSD,Buy,15.05.2020 18:24:00,1745.75,2.06,15.05.2020 20:52:59,1751.25,2h 28m,1114.99,27100.93,-18.01,1114.99,27100.93,55000,1895300,0.89,27.54,tp 1751.02,IS
487,XAUUSD,Buy,15.05.2020 23:01:02,1743.2,2.54,15.05.2020 23:44:34,1743.93,43m 32s,163.28,27264.21,-22.14,163.28,27264.21,7300,1902600,0.13,27.67,,IS
488,XAUUSD,Buy,15.05.2020 23:01:02,1743.15,2.54,15.05.2020 23:44:34,1743.93,43m 32s,175.98,27440.19,-22.14,175.98,27440.19,7800,1910400,0.14,27.81,,IS
491,XAUUSD,Buy,15.05.2020 23:51:00,1743.32,2.54,18.05.2020 01:01:00,1746.12,2d 1h 10m,553.4,27993.59,-157.8,553.4,27993.59,28000,1938400,0.43,28.24,,IS
492,XAUUSD,Buy,15.05.2020 23:51:00,1743.32,2.54,18.05.2020 01:01:00,1746.05,2d 1h 10m,535.62,28529.21,-157.8,535.62,28529.21,27300,1965700,0.42,28.66,,IS
477,XAUUSD,Buy,14.05.2020 16:40:00,1725.41,4.95,18.05.2020 02:38:26,1755.48,3d 9h 58m,14312.92,42842.13,-571.73,14312.92,42842.13,300700,2266400,11.14,39.8,tp 1755.42,IS
496,XAUUSD,Buy,18.05.2020 23:00:00,1732.76,2.85,19.05.2020 01:19:23,1734.83,2h 19m,413.05,43255.18,-176.9,413.05,43255.18,20700,2287100,0.29,40.08,,IS
498,XAUUSD,Buy,19.05.2020 23:13:00,1746.1,2.86,20.05.2020 04:01:58,1747.6,4h 48m,251.3,43506.48,-177.7,251.3,43506.48,15000,2302100,0.18,40.26,,IS
499,XAUUSD,Buy,19.05.2020 23:13:00,1746.04,2.86,20.05.2020 04:01:58,1747.53,4h 48m,248.45,43754.93,-177.69,248.45,43754.93,14900,2317000,0.17,40.43,,IS
502,XAUUSD,Sell,21.05.2020 17:32:00,1723.17,2.37,21.05.2020 17:45:34,1717.86,13m 34s,1238.08,44993.01,-20.39,1238.08,44993.01,53100,2370100,0.86,41.29,tp 1717.97,IS
503,XAUUSD,Sell,21.05.2020 17:32:00,1723.12,5.15,21.05.2020 19:35:40,1725.98,2h 3m,-1517.31,43475.7,-44.41,-1517.31,43475.7,-28600,2341500,-1.05,40.25,sl 1725.96,IS
506,XAUUSD,Buy,21.05.2020 23:00:00,1725.74,2.86,21.05.2020 23:52:31,1727.27,52m 31s,412.89,43888.59,-24.69,412.89,43888.59,15300,2356800,0.29,40.54,,IS
509,XAUUSD,Sell,26.05.2020 17:03:00,1716.9,6.42,26.05.2020 17:05:33,1719.25,2m 33s,-1563.85,42324.74,-55.15,-1563.85,42324.74,-23500,2333300,-1.09,39.45,sl 1719.16,IS
508,XAUUSD,Sell,26.05.2020 17:03:00,1716.92,2.39,26.05.2020 17:57:10,1711.66,54m 10s,1236.65,43561.39,-20.49,1236.65,43561.39,52600,2385900,0.87,40.32,tp 1711.74,IS
513,XAUUSD,Sell,26.05.2020 18:13:00,1710.28,6.31,26.05.2020 18:26:05,1712.83,13m 5s,-1663.05,41898.34,-54,-1663.05,41898.34,-25500,2360400,-1.16,39.16,sl 1712.55,IS
515,XAUUSD,Buy,26.05.2020 23:01:00,1711.54,2.83,27.05.2020 03:53:28,1713.62,4h 52m,413.29,42311.63,-175.35,413.29,42311.63,20800,2381200,0.29,39.45,,IS
