Ticket,Symbol,Type,Open time,Open price,Size,Close time,Close price,Time in trade,Profit/Loss,Cummulative P/L,Comm/Swap,P/L in money,Cummulative money P/L,P/L in pips,Cummulative pips P/L,P/L in %,Cummulative % P/L,Comment,Sample type
3086479380,XAUUSD,Buy,23.05.2025 20:27:00,3365.47,1.3,26.05.2025 01:01:00,3351.1,2d 4h 34m,-1889.93,17406.28,-21.83,-1889.93,17406.28,-143700,344000,-1.58,17.38,,IS
3086499195,XAUUSD,Buy,23.05.2025 23:41:00,3357.5,2.41,23.05.2025 23:45:11,3357.62,4m 11s,-11.54,17394.74,-40.46,-11.54,17394.74,1200,345200,-0.01,17.37,,IS
3086862948,XAUUSD,Buy,27.05.2025 23:00:00,3304.88,2.33,28.05.2025 02:10:52,3306.55,3h 10m,228.97,17623.71,-160.14,228.97,17623.71,16700,361900,0.2,17.56,,IS
3086862972,XAUUSD,Buy,27.05.2025 23:00:00,3304.88,2.33,28.05.2025 02:10:52,3306.55,3h 10m,228.97,17852.68,-160.14,228.97,17852.68,16700,378600,0.19,17.76,,IS
3087074754,XAUUSD,Buy,28.05.2025 23:52:00,3278.5,2.35,28.05.2025 23:52:10,3281.23,10s,603.01,18455.69,-38.54,603.01,18455.69,27300,405900,0.51,18.27,,IS
3087074960,XAUUSD,Buy,28.05.2025 23:53:00,3284.56,2.35,28.05.2025 23:53:52,3286.07,52s,316.24,18771.93,-38.61,316.24,18771.93,15100,421000,0.27,18.54,,IS
3087075216,XAUUSD,Buy,28.05.2025 23:54:00,3286.47,2.37,28.05.2025 23:58:36,3288.38,4m 36s,413.72,19185.65,-38.95,413.72,19185.65,19100,440100,0.35,18.88,,IS
3087319240,XAUUSD,Buy,29.05.2025 23:01:01,3316.07,2.37,29.05.2025 23:05:34,3317.23,4m 33s,235.62,19421.27,-39.3,235.62,19421.27,11600,451700,0.2,19.08,,IS
3087319241,XAUUSD,Buy,29.05.2025 23:01:01,3316.07,2.37,29.05.2025 23:05:34,3317.29,4m 33s,249.84,19671.11,-39.3,249.84,19671.11,12200,463900,0.21,19.29,,IS
3087319624,XAUUSD,Buy,29.05.2025 23:06:00,3317.19,2.39,30.05.2025 01:01:00,3319.71,1h 55m,434.04,20105.15,-168.24,434.04,20105.15,25200,489100,0.36,19.65,,IS
3087319625,XAUUSD,Buy,29.05.2025 23:06:00,3317.19,2.39,30.05.2025 01:01:00,3319.71,1h 55m,434.04,20539.19,-168.24,434.04,20539.19,25200,514300,0.36,20.01,,IS
3087513026,XAUUSD,Buy,30.05.2025 23:11:01,3293.82,2.41,02.06.2025 01:01:00,3298.08,2d 1h 49m,860.17,21399.36,-166.49,860.17,21399.36,42600,556900,0.71,20.73,,IS
3087513027,XAUUSD,Buy,30.05.2025 23:11:01,3293.82,2.41,02.06.2025 01:01:00,3298.08,2d 1h 49m,860.17,22259.53,-166.49,860.17,22259.53,42600,599500,0.71,21.44,,IS
3087637340,XAUUSD,Buy,02.06.2025 16:45:00,3366.8,1.03,02.06.2025 17:18:53,3376.93,33m 53s,1026.02,23285.55,-17.37,1026.02,23285.55,101300,700800,0.84,22.28,,IS
3087637353,XAUUSD,Buy,02.06.2025 16:45:00,3366.84,1.4,03.06.2025 08:30:02,3357.3,15h 45m,-1434.03,21851.52,-98.43,-1434.03,21851.52,-95400,605400,-1.16,21.11,,IS
3087704881,XAUUSD,Buy,02.06.2025 21:55:00,3379.77,1.04,03.06.2025 01:22:49,3390.11,3h 27m,1002.12,22853.64,-73.24,1002.12,22853.64,103400,708800,0.82,21.94,,IS
3087911688,XAUUSD,Buy,03.06.2025 23:00:00,3352.87,2.45,03.06.2025 23:30:03,3354.51,30m 3s,360.71,23214.35,-41.09,360.71,23214.35,16400,725200,0.29,22.23,,IS
